Layer,PositionX,PositionY,PositionZ,ForwardX,ForwardY,ForwardZ,NormalX,NormalY,NormalZ
INSTANTIATE::TREE,617.766903134847,20.1491044593829,-386.714237892303,1,0,0,0,1,0
INSTANTIATE::TREE,581.11637138032,33.2374870050413,-654.691502539039,1,0,0,0,1,0
INSTANTIATE::TREE,584.509831472046,29.4110676658531,-629.879580050183,1,0,0,0,1,0
INSTANTIATE::TREE,591.296751655499,25.3862876622572,-580.255735072471,1,0,0,0,1,0
INSTANTIATE::TREE,594.690211747225,24.7499968147869,-555.443812583615,1,0,0,0,1,0
INSTANTIATE::TREE,598.083671838952,23.2925036021703,-530.631890094758,1,0,0,0,1,0
INSTANTIATE::TREE,601.477131930678,21.1671743662011,-505.819967605902,1,0,0,0,1,0
INSTANTIATE::TREE,604.870592022404,20.1848456333034,-481.008045117046,1,0,0,0,1,0
INSTANTIATE::TREE,608.264052114131,20.128749069718,-456.19612262819,1,0,0,0,1,0
INSTANTIATE::TREE,611.657512205857,20.1476615008885,-431.384200139334,1,0,0,0,1,0
INSTANTIATE::TREE,615.050972297583,20.1491403949436,-406.572277650477,1,0,0,0,1,0
INSTANTIATE::TREE,621.837892481036,20.1451643785636,-356.948432672765,1,0,0,0,1,0
INSTANTIATE::TREE,625.231352572762,20.1152646124236,-332.136510183909,1,0,0,0,1,0
INSTANTIATE::TREE,628.624812664489,20.0524527623103,-307.324587695053,1,0,0,0,1,0
INSTANTIATE::TREE,632.018272756215,20.0859148449967,-282.512665206197,1,0,0,0,1,0
INSTANTIATE::TREE,635.411732847941,22.1720289328161,-257.70074271734,1,0,0,0,1,0
INSTANTIATE::TREE,638.805192939668,29.0760646701946,-232.888820228484,1,0,0,0,1,0
INSTANTIATE::TREE,642.198653031394,36.4830388892671,-208.076897739628,1,0,0,0,1,0
INSTANTIATE::TREE,645.59211312312,39.5742693442447,-183.264975250772,1,0,0,0,1,0
INSTANTIATE::TREE,170.54874067054,13.9441504872042,-423.804829702121,1,0,0,0,1,0
INSTANTIATE::TREE,122.182470237404,13.1087790824556,-417.649258876147,1,0,0,0,1,0
INSTANTIATE::TREE,189.468654435975,16.3204125729276,-439.949822781959,1,0,0,0,1,0
INSTANTIATE::TREE,171.01301534151,18.6886587076998,-455.714014508482,1,0,0,0,1,0
INSTANTIATE::TREE,137.946661963927,11.9068187928219,-408.421439328914,1,0,0,0,1,0
INSTANTIATE::TREE,125.258410086482,11.1136741127646,-398.040142338278,1,0,0,0,1,0
INSTANTIATE::TREE,119.875515350596,16.0786086048216,-436.489390451747,1,0,0,0,1,0
INSTANTIATE::TREE,117.953052944923,19.1004058492213,-451.100104734865,1,0,0,0,1,0
INSTANTIATE::TREE,530.610561246721,28.4980355107643,-450.206906664948,1,0,0,0,1,0
INSTANTIATE::TREE,527.46584453994,24.7470110325807,-470.399298150592,1,0,0,0,1,0
INSTANTIATE::TREE,513.562886467858,32.4401127033524,-435.972925781626,1,0,0,0,1,0
INSTANTIATE::TREE,490.391289681054,33.1761782661046,-433.655766102945,1,0,0,0,1,0
INSTANTIATE::TREE,473.509126307811,30.2498818333243,-440.938267950226,1,0,0,0,1,0
INSTANTIATE::TREE,471.688500845991,26.6381932709454,-455.834294456029,1,0,0,0,1,0
INSTANTIATE::TREE,480.129582532612,22.7222909551633,-481.323050921514,1,0,0,0,1,0
INSTANTIATE::TREE,509.590612732977,22.7314083584529,-484.798790439534,1,0,0,0,1,0
INSTANTIATE::TREE,249.701701496647,50.4454937908985,-572.59018640078,1,0,0,0,1,0
INSTANTIATE::TREE,265.789410122914,52.0950967422129,-581.304361906675,1,0,0,0,1,0
INSTANTIATE::TREE,249.8357657352,55.1579217592138,-592.833886422166,1,0,0,0,1,0
INSTANTIATE::TREE,260.829033296482,57.6416418952461,-607.580952662911,1,0,0,0,1,0
INSTANTIATE::TREE,266.258634957847,59.4302656480082,-619.526076317914,1,0,0,0,1,0
INSTANTIATE::TREE,247.363621176296,59.4838467335279,-617.24564362014,1,0,0,0,1,0
INSTANTIATE::TREE,223.584984069024,59.483846733528,-613.99350319872,1,0,0,0,1,0
INSTANTIATE::TREE,199.806346961751,59.483846733528,-610.741362777298,1,0,0,0,1,0
INSTANTIATE::TREE,176.027709854479,59.4838467335279,-607.489222355878,1,0,0,0,1,0
INSTANTIATE::TREE,518.125356835439,38.0607732951763,-361.780964576014,1,0,0,0,1,0
INSTANTIATE::TREE,492.201053179181,38.7200528668467,-358.235367095496,1,0,0,0,1,0
INSTANTIATE::TREE,518.603262577253,38.4525570691121,-365.883563734262,1,0,0,0,1,0
INSTANTIATE::TREE,492.989100232141,39.3815928860808,-362.380383449052,1,0,0,0,1,0
INSTANTIATE::TREE,590.94438507353,23.8902532872384,-371.740227763107,1,0,0,0,1,0
INSTANTIATE::TREE,565.020081417272,29.1819008476666,-368.194630282589,1,0,0,0,1,0
INSTANTIATE::TREE,539.095777761015,34.5968861132627,-364.64903280207,1,0,0,0,1,0
INSTANTIATE::TREE,590.491866881908,23.8956662390356,-375.715575335432,1,0,0,0,1,0
INSTANTIATE::TREE,564.877704536796,29.2138057968217,-372.212395050221,1,0,0,0,1,0
INSTANTIATE::TREE,539.263542191684,34.7659194484305,-368.709214765011,1,0,0,0,1,0
INSTANTIATE::TREE,212.629064749347,17.041607174834,-311.339851257415,1,0,0,0,1,0
INSTANTIATE::TREE,213.245856547081,17.3522337726947,-307.387656016518,1,0,0,0,1,0
INSTANTIATE::TREE,187.912168522477,16.4285446056145,-307.588179508695,1,0,0,0,1,0
INSTANTIATE::TREE,188.528960320212,16.8361993452909,-303.635984267797,1,0,0,0,1,0
INSTANTIATE::TREE,159.131956324432,16.3237752648813,-303.219754442921,1,0,0,0,1,0
INSTANTIATE::TREE,159.765272440105,16.7742571875414,-299.270067357425,1,0,0,0,1,0
INSTANTIATE::TREE,103.393289331857,58.5608898666757,-591.581822980314,1,0,0,0,1,0
INSTANTIATE::TREE,128.276629031155,58.4752527592257,-594.45271755852,1,0,0,0,1,0
INSTANTIATE::TREE,153.168948045261,58.1712601730348,-595.995881083102,1,0,0,0,1,0
INSTANTIATE::TREE,193.126015297555,51.0977167916926,-567.368134628683,1,0,0,0,1,0
INSTANTIATE::TREE,211.831462642224,45.7486673764385,-550.867211471061,1,0,0,0,1,0
INSTANTIATE::TREE,235.818654555844,42.7570944861479,-544.554105184044,1,0,0,0,1,0
INSTANTIATE::TREE,260.810646747434,42.0432077550616,-545.753874938758,1,0,0,0,1,0
INSTANTIATE::TREE,285.618191786994,42.0110135203835,-549.208365256758,1,0,0,0,1,0
INSTANTIATE::TREE,310.349219978099,41.6698681946153,-553.183668257177,1,0,0,0,1,0
INSTANTIATE::TREE,335.080248169203,40.5913585106275,-557.158971257596,1,0,0,0,1,0
INSTANTIATE::TREE,359.811276360308,39.3960696124279,-561.134274258014,1,0,0,0,1,0
INSTANTIATE::TREE,384.542304551413,38.3004069179239,-565.109577258433,1,0,0,0,1,0
INSTANTIATE::TREE,409.273332742518,36.9133649866794,-569.084880258852,1,0,0,0,1,0
INSTANTIATE::TREE,434.004360933623,34.6816620856162,-573.060183259271,1,0,0,0,1,0
INSTANTIATE::TREE,458.735389124728,31.6174850755295,-577.035486259689,1,0,0,0,1,0
INSTANTIATE::TREE,483.466417315833,29.2680849670301,-581.010789260108,1,0,0,0,1,0
INSTANTIATE::TREE,508.197445506938,28.0432215387494,-584.986092260527,1,0,0,0,1,0
INSTANTIATE::TREE,532.928473698043,27.0790804107087,-588.961395260946,1,0,0,0,1,0
INSTANTIATE::TREE,557.659501889147,26.3924774829823,-592.936698261364,1,0,0,0,1,0
INSTANTIATE::TREE,582.390530080252,26.2091147798542,-596.912001261783,1,0,0,0,1,0
INSTANTIATE::TREE,102.501843717082,59.7924582710254,-599.532554139112,1,0,0,0,1,0
INSTANTIATE::TREE,127.361301190902,59.7149585455789,-602.400306603195,1,0,0,0,1,0
INSTANTIATE::TREE,152.249072747206,59.483846733528,-604.237081934457,1,0,0,0,1,0
INSTANTIATE::TREE,259.751751503599,44.6035838122647,-553.685134769923,1,0,0,0,1,0
INSTANTIATE::TREE,284.535317519842,44.5677072120401,-557.136739243496,1,0,0,0,1,0
INSTANTIATE::TREE,309.24255833664,44.190415372817,-561.108238489749,1,0,0,0,1,0
INSTANTIATE::TREE,333.949799153438,43.0407858705169,-565.079737736003,1,0,0,0,1,0
INSTANTIATE::TREE,358.657039970236,41.7732784179205,-569.051236982257,1,0,0,0,1,0
INSTANTIATE::TREE,383.364280787034,40.6166559362961,-573.022736228511,1,0,0,0,1,0
INSTANTIATE::TREE,408.071521603832,39.1631088540405,-576.994235474765,1,0,0,0,1,0
INSTANTIATE::TREE,432.77876242063,36.8389581993869,-580.965734721019,1,0,0,0,1,0
INSTANTIATE::TREE,457.486003237428,33.6184225163327,-584.937233967273,1,0,0,0,1,0
INSTANTIATE::TREE,482.193244054226,30.987705121198,-588.908733213526,1,0,0,0,1,0
INSTANTIATE::TREE,506.900484871024,29.3756225186195,-592.88023245978,1,0,0,0,1,0
INSTANTIATE::TREE,531.607725687822,28.0122643600957,-596.851731706034,1,0,0,0,1,0
INSTANTIATE::TREE,556.314966504621,27.0450090949885,-600.823230952288,1,0,0,0,1,0
INSTANTIATE::TREE,581.022207321418,26.781723680468,-604.794730198541,1,0,0,0,1,0
INSTANTIATE::TREE,611.914805999106,20.7050347854098,-374.608295989163,1,0,0,0,1,0
INSTANTIATE::TREE,456.368984061559,33.0804659797313,-353.334711106052,1,0,0,0,1,0
INSTANTIATE::TREE,430.444680405302,27.7998159552556,-349.789113625534,1,0,0,0,1,0
INSTANTIATE::TREE,404.520376749044,23.4921464884359,-346.243516145016,1,0,0,0,1,0
INSTANTIATE::TREE,611.152146496338,20.7287001710141,-378.54122636618,1,0,0,0,1,0
INSTANTIATE::TREE,457.467172425665,33.676560595602,-357.522144654916,1,0,0,0,1,0
INSTANTIATE::TREE,431.853010080553,28.2700412998214,-354.018964369705,1,0,0,0,1,0
INSTANTIATE::TREE,406.238847735441,23.8176168631316,-350.515784084494,1,0,0,0,1,0
INSTANTIATE::TREE,167.509819439408,20,-131.485522286802,1,0,0,0,1,0
INSTANTIATE::TREE,191.973441481476,20,-136.124694103934,1,0,0,0,1,0
INSTANTIATE::TREE,216.437063523544,20,-140.763865921065,1,0,0,0,1,0
INSTANTIATE::TREE,240.900685565613,20.0001357685176,-145.403037738197,1,0,0,0,1,0
INSTANTIATE::TREE,265.364307607681,20.040987877054,-150.042209555329,1,0,0,0,1,0
INSTANTIATE::TREE,289.827929649749,20.2756371315311,-154.681381372461,1,0,0,0,1,0
INSTANTIATE::TREE,314.291551691817,20.5805988667418,-159.320553189593,1,0,0,0,1,0
INSTANTIATE::TREE,338.755173733885,20.4752413354669,-163.959725006725,1,0,0,0,1,0
INSTANTIATE::TREE,363.218795775953,20.1364760000645,-168.598896823856,1,0,0,0,1,0
INSTANTIATE::TREE,387.682417818022,20.0060259816747,-173.238068640988,1,0,0,0,1,0
INSTANTIATE::TREE,412.14603986009,20.0231356184642,-177.87724045812,1,0,0,0,1,0
INSTANTIATE::TREE,436.609661902158,20.6509493358645,-182.516412275252,1,0,0,0,1,0
INSTANTIATE::TREE,461.073283944226,22.7277232984748,-187.155584092384,1,0,0,0,1,0
INSTANTIATE::TREE,510.000528028362,27.7275163132619,-196.433927726648,1,0,0,0,1,0
INSTANTIATE::TREE,534.464150070431,29.5596030115848,-201.073099543779,1,0,0,0,1,0
INSTANTIATE::TREE,558.927772112499,30.81078884458,-205.712271360911,1,0,0,0,1,0
INSTANTIATE::TREE,583.391394154567,31.1893521252625,-210.351443178043,1,0,0,0,1,0
INSTANTIATE::TREE,607.855016196635,31.1603080396776,-214.990614995175,1,0,0,0,1,0
INSTANTIATE::TREE,632.318638238703,32.0159031871704,-219.629786812307,1,0,0,0,1,0
INSTANTIATE::TREE,166.758138705903,20,-139.485552950532,1,0,0,0,1,0
INSTANTIATE::TREE,191.171268537112,20,-144.115149650733,1,0,0,0,1,0
INSTANTIATE::TREE,215.58439836832,20,-148.744746350934,1,0,0,0,1,0
INSTANTIATE::TREE,239.997528199528,20.0003121231244,-153.374343051135,1,0,0,0,1,0
INSTANTIATE::TREE,264.410658030737,20.0825865045004,-158.003939751336,1,0,0,0,1,0
INSTANTIATE::TREE,288.823787861945,20.5365957925567,-162.633536451537,1,0,0,0,1,0
INSTANTIATE::TREE,313.236917693153,21.1008167963866,-167.263133151738,1,0,0,0,1,0
INSTANTIATE::TREE,337.650047524362,20.8823104042935,-171.892729851939,1,0,0,0,1,0
INSTANTIATE::TREE,362.06317735557,20.2494857355813,-176.52232655214,1,0,0,0,1,0
INSTANTIATE::TREE,386.476307186778,20.0110461594311,-181.151923252341,1,0,0,0,1,0
INSTANTIATE::TREE,410.889437017987,20.0176530433948,-185.781519952542,1,0,0,0,1,0
INSTANTIATE::TREE,435.302566849195,20.5067412840684,-190.411116652743,1,0,0,0,1,0
INSTANTIATE::TREE,459.715696680403,22.1328150465362,-195.040713352944,1,0,0,0,1,0
INSTANTIATE::TREE,508.54195634282,26.2023580089428,-204.299906753345,1,0,0,0,1,0
INSTANTIATE::TREE,532.955086174029,27.8032752036465,-208.929503453546,1,0,0,0,1,0
INSTANTIATE::TREE,557.368216005237,28.926123134749,-213.559100153747,1,0,0,0,1,0
INSTANTIATE::TREE,581.781345836445,29.2217876299687,-218.188696853948,1,0,0,0,1,0
INSTANTIATE::TREE,606.194475667654,29.0430851585549,-222.818293554149,1,0,0,0,1,0
INSTANTIATE::TREE,630.607605498862,29.5337035790938,-227.44789025435,1,0,0,0,1,0
INSTANTIATE::TREE,227.179406691066,18.0146317957272,-309.502569877658,1,0,0,0,1,0
INSTANTIATE::TREE,199.168766822513,41.6880410225138,-536.22803791699,1,0,0,0,1,0
INSTANTIATE::TREE,202.964614706183,33.1450190027435,-511.206464378964,1,0,0,0,1,0
INSTANTIATE::TREE,209.483220490615,20.0861599860909,-460.999520480393,1,0,0,0,1,0
INSTANTIATE::TREE,212.74252338283,17.490533230591,-435.896048531107,1,0,0,0,1,0
INSTANTIATE::TREE,216.001826275046,16.9048336060869,-410.792576581821,1,0,0,0,1,0
INSTANTIATE::TREE,219.261129167262,16.8475556710874,-385.689104632536,1,0,0,0,1,0
INSTANTIATE::TREE,222.520432059478,16.8668441448142,-360.58563268325,1,0,0,0,1,0
INSTANTIATE::TREE,225.779734951693,17.1199216484476,-335.482160733964,1,0,0,0,1,0
INSTANTIATE::TREE,231.974520214156,18.1267822234252,-314.276215033324,1,0,0,0,1,0
INSTANTIATE::TREE,257.002031787954,19.5131092321293,-318.075033754347,1,0,0,0,1,0
INSTANTIATE::TREE,265.766557455747,20.0049539669243,-299.885864188485,1,0,0,0,1,0
INSTANTIATE::TREE,269.461767594983,20.9915082759779,-274.842845574934,1,0,0,0,1,0
INSTANTIATE::TREE,273.156977734219,22.2924107430127,-249.799826961383,1,0,0,0,1,0
INSTANTIATE::TREE,276.852187873454,22.8494459911586,-224.756808347832,1,0,0,0,1,0
INSTANTIATE::TREE,280.54739801269,22.3110115016145,-199.713789734281,1,0,0,0,1,0
INSTANTIATE::TREE,284.242608151925,21.0179367167346,-174.67077112073,1,0,0,0,1,0
INSTANTIATE::TREE,191.951443270769,46.2696474124095,-549.878850342225,1,0,0,0,1,0
INSTANTIATE::TREE,196.966467742298,38.3024806398097,-525.711635495531,1,0,0,0,1,0
INSTANTIATE::TREE,200.225600338628,30.0173761127492,-501.235644516015,1,0,0,0,1,0
INSTANTIATE::TREE,203.404938022957,23.1182891196534,-476.748072475236,1,0,0,0,1,0
INSTANTIATE::TREE,206.584275707285,18.6610662928172,-452.26050043446,1,0,0,0,1,0
INSTANTIATE::TREE,209.763613391614,16.7854537737646,-427.772928393679,1,0,0,0,1,0
INSTANTIATE::TREE,212.942951075942,16.4420235999445,-403.285356352903,1,0,0,0,1,0
INSTANTIATE::TREE,216.122288760271,16.3968336031517,-378.797784312124,1,0,0,0,1,0
INSTANTIATE::TREE,219.301626444599,16.4685647191546,-354.310212271351,1,0,0,0,1,0
INSTANTIATE::TREE,222.480964128928,16.9069007524449,-329.822640230569,1,0,0,0,1,0
INSTANTIATE::TREE,229.008185996747,18.1155442567592,-309.780152450842,1,0,0,0,1,0
INSTANTIATE::TREE,253.421661308165,19.4099397578444,-313.485769239182,1,0,0,0,1,0
INSTANTIATE::TREE,262.274124236628,19.9901043945746,-296.152484562191,1,0,0,0,1,0
INSTANTIATE::TREE,265.878674422879,20.885324338039,-271.72388266773,1,0,0,0,1,0
INSTANTIATE::TREE,269.48322460913,21.8887652954293,-247.295280773269,1,0,0,0,1,0
INSTANTIATE::TREE,273.087774795381,22.2715961440549,-222.866678878807,1,0,0,0,1,0
INSTANTIATE::TREE,276.692324981632,21.8214457867582,-198.438076984346,1,0,0,0,1,0
INSTANTIATE::TREE,280.296875167883,20.8104919782483,-174.009475089885,1,0,0,0,1,0
INSTANTIATE::TREE,482.644108959944,25.7815771879436,-185.687878234657,1,0,0,0,1,0
INSTANTIATE::TREE,478.790533091214,22.6330799640339,-210.293289780759,1,0,0,0,1,0
INSTANTIATE::TREE,474.936957222483,20.6195885760613,-234.898701326861,1,0,0,0,1,0
INSTANTIATE::TREE,471.083381353753,20.503188023025,-259.504112872959,1,0,0,0,1,0
INSTANTIATE::TREE,467.229805485023,23.0665602363317,-284.109524419061,1,0,0,0,1,0
INSTANTIATE::TREE,463.376229616293,27.4547063505926,-308.714935965163,1,0,0,0,1,0
INSTANTIATE::TREE,459.522653747563,31.211716115902,-333.320347511263,1,0,0,0,1,0
INSTANTIATE::TREE,455.669077878832,33.347682019024,-357.925759057365,1,0,0,0,1,0
INSTANTIATE::TREE,439.768682858557,30.6267333686942,-370.396099111382,1,0,0,0,1,0
INSTANTIATE::TREE,424.390146599662,27.7635548430718,-388.351331770942,1,0,0,0,1,0
INSTANTIATE::TREE,410.973256140663,25.4608241771185,-409.333785744209,1,0,0,0,1,0
INSTANTIATE::TREE,407.263399051111,24.2129787193845,-433.941702426524,1,0,0,0,1,0
INSTANTIATE::TREE,403.640669025929,22.2148004469839,-458.582160041871,1,0,0,0,1,0
INSTANTIATE::TREE,400.017939000747,21.9230764371194,-483.222617657218,1,0,0,0,1,0
INSTANTIATE::TREE,396.395208975565,24.623017671925,-507.863075272565,1,0,0,0,1,0
INSTANTIATE::TREE,392.772478950383,29.4215150327404,-532.503532887912,1,0,0,0,1,0
INSTANTIATE::TREE,389.149748925201,35.7083344514309,-557.143990503259,1,0,0,0,1,0
INSTANTIATE::TREE,385.527018900019,42.8204789545681,-581.784448118606,1,0,0,0,1,0
INSTANTIATE::TREE,474.633504049718,24.6831372555373,-185.13292668967,1,0,0,0,1,0
INSTANTIATE::TREE,470.798013138793,22.0907603534641,-209.622864233252,1,0,0,0,1,0
INSTANTIATE::TREE,466.962522227867,20.4862131660482,-234.112801776835,1,0,0,0,1,0
INSTANTIATE::TREE,463.127031316941,20.4740519526399,-258.602739320418,1,0,0,0,1,0
INSTANTIATE::TREE,459.291540406015,22.8642430229393,-283.092676864001,1,0,0,0,1,0
INSTANTIATE::TREE,455.456049495089,26.8336328828545,-307.582614407583,1,0,0,0,1,0
INSTANTIATE::TREE,451.620558584164,29.9926861145431,-332.072551951166,1,0,0,0,1,0
INSTANTIATE::TREE,447.785067673238,31.6291712680231,-356.562489494749,1,0,0,0,1,0
INSTANTIATE::TREE,428.785952435006,28.1676320253339,-366.626657716425,1,0,0,0,1,0
INSTANTIATE::TREE,415.432027882501,26.074966088146,-387.51064034576,1,0,0,0,1,0
INSTANTIATE::TREE,402.888900222708,24.2771362572889,-408.697446071222,1,0,0,0,1,0
INSTANTIATE::TREE,399.283171788224,23.355177763067,-433.222265211699,1,0,0,0,1,0
INSTANTIATE::TREE,395.677443353739,21.8182915874834,-457.747084352177,1,0,0,0,1,0
INSTANTIATE::TREE,392.071714919255,21.8602821156599,-482.271903492654,1,0,0,0,1,0
INSTANTIATE::TREE,388.46598648477,24.6691634384576,-506.796722633132,1,0,0,0,1,0
INSTANTIATE::TREE,384.860258050286,29.6040216344706,-531.321541773609,1,0,0,0,1,0
INSTANTIATE::TREE,381.254529615802,36.0365439296481,-555.846360914086,1,0,0,0,1,0
INSTANTIATE::TREE,377.648801181317,43.1815326229861,-580.371180054564,1,0,0,0,1,0
INSTANTIATE::LAMP,579.539927300875,35.00248832,-666.217970288747,1,0,0,0,1,0
INSTANTIATE::LAMP,582.927573573188,31.13239874048,-641.448556635338,1,0,0,0,1,0
INSTANTIATE::LAMP,586.315219845502,27.78978163712,-616.679142981929,1,0,0,0,1,0
INSTANTIATE::LAMP,589.702866117815,25.86270668288,-591.90972932852,1,0,0,0,1,0
INSTANTIATE::LAMP,593.090512390129,25.0547562461867,-567.140315675111,1,0,0,0,1,0
INSTANTIATE::LAMP,596.478158662442,24.1666666666667,-542.370902021702,1,0,0,0,1,0
INSTANTIATE::LAMP,599.865804934756,22.1319518583467,-517.601488368293,1,0,0,0,1,0
INSTANTIATE::LAMP,603.253451207069,20.4683642743467,-492.832074714884,1,0,0,0,1,0
INSTANTIATE::LAMP,606.641097479383,20.1119955933867,-468.062661061476,1,0,0,0,1,0
INSTANTIATE::LAMP,610.028743751696,20.14258405376,-443.293247408067,1,0,0,0,1,0
INSTANTIATE::LAMP,613.41639002401,20.14888448,-418.523833754658,1,0,0,0,1,0
INSTANTIATE::LAMP,616.804036296323,20.1491830784,-393.754420101249,1,0,0,0,1,0
INSTANTIATE::LAMP,620.191682568637,20.14839676928,-368.98500644784,1,0,0,0,1,0
INSTANTIATE::LAMP,623.57932884095,20.13498970112,-344.215592794431,1,0,0,0,1,0
INSTANTIATE::LAMP,626.966975113264,20.08445689856,-319.446179141022,1,0,0,0,1,0
INSTANTIATE::LAMP,630.354621385577,20.02446848,-294.676765487613,1,0,0,0,1,0
INSTANTIATE::LAMP,633.742267657891,20.6544659456,-269.907351834204,1,0,0,0,1,0
INSTANTIATE::LAMP,637.129913930204,25.15409439744,-245.137938180795,1,0,0,0,1,0
INSTANTIATE::LAMP,640.517560202518,33.20555943936,-220.368524527386,1,0,0,0,1,0
INSTANTIATE::LAMP,643.905206474831,38.55278101504,-195.599110873977,1,0,0,0,1,0
INSTANTIATE::LAMP,647.292852747145,39.85567744,-170.829697220568,1,0,0,0,1,0
INSTANTIATE::TARGETS::PARK,162.812322473249,15.0421194661029,-434.129592351127,1,0,0,0,1,0
INSTANTIATE::TARGETS::PARK,237.05677551335,55.2240105304687,-591.410604712394,1,0,0,0,1,0
INSTANTIATE::TARGETS::PARK,499.843063247393,26.9439660280835,-458.552109798528,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,442.531195635513,44.3446268406898,-621.309051884407,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,480.897740627403,25.2322757495911,-542.221163283263,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,503.185497674533,34.2133802144465,-430.361854329741,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,557.012533561943,21.8163795789524,-498.066172906872,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,295.446781046565,24.2765431772208,-489.655698549464,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,151.207145817024,24.4244575998866,-476.619463295482,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,345.581839091266,20.0271566659548,-366.912770488028,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,386.967680785479,21.7643169122705,-362.498280707312,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,329.855219247465,20.0000010596287,-337.114964468194,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,304.747808619642,21.2109621966053,-290.762821770675,1,0,0,0,1,0
INSTANTIATE::TARGETS::MIDALLEY,359.377119656004,20.7050524397342,-240.823906126324,1,0,0,0,1,0
INSTANTIATE::TARGETS::INTERSECTIONS,325.719882042661,20,-363.740482054711,1,0,0,0,1,0
INSTANTIATE::TARGETS::INTERSECTIONS,643.808170166714,32.269235683228,-225.900989059857,1,0,0,0,1,0
INSTANTIATE::TARGETS::INTERSECTIONS,623.117370828766,20.0150072425335,-378.024535889903,1,0,0,0,1,0
INSTANTIATE::TARGETS::INTERSECTIONS,593.220271414392,26.4810107312711,-602.615651680581,1,0,0,0,1,0
INSTANTIATE::TARGETS::INTERSECTIONS,452.406088674551,32.4326626250367,-354.796201262414,1,0,0,0,1,0
